unit_id,standard_id,standard_name,standard_type,disclosure_id,disclosure_name,requirement_id,requirement_text,requirement_type,is_omittable,year,hierarchy_level,parent_requirement
GRI2-2021-D2-8-Ra-ii,GRI 2,General Disclosures,universal,2-8,Workers who are not employees,a.ii,report the total number of workers who are not employees and whose work is controlled by the organization and describe: the type of work they perform;,shall,True,2021,2,a
GRI2-2021-D2-8-Rb-i,GRI 2,General Disclosures,universal,2-8,Workers who are not employees,b.i,"describe the methodologies and assumptions used to compile the data, including whether the number of workers who are not employees is reported: in head count, full-time equivalent (FTE), or using another methodology;",shall,True,2021,2,b
GRI2-2021-D2-8-Rb-ii,GRI 2,General Disclosures,universal,2-8,Workers who are not employees,b.ii,"describe the methodologies and assumptions used to compile the data, including whether the number of workers who are not employees is reported: at the end of the reporting period, as an average across the reporting period, or using another methodology;",shall,True,2021,2,b
GRI2-2021-D2-8-Rc,GRI 2,General Disclosures,universal,2-8,Workers who are not employees,c,describe significant fluctuations in the number of workers who are not employees during the reporting period and between reporting periods.,shall,True,2021,1,
GRI2-2021-D2-9-Ra,GRI 2,General Disclosures,universal,2-9,Governance structure and composition,a,"describe its governance structure, including committees of the highest governance body;",shall,True,2021,1,
GRI2-2021-D2-9-Rb,GRI 2,General Disclosures,universal,2-9,Governance structure and composition,b,"list the committees of the highest governance body that are responsible for decision- making on and overseeing the management of the organization’s impacts on the economy, environment, and people;",shall,True,2021,1,
GRI2-2021-D2-9-Rc-i,GRI 2,General Disclosures,universal,2-9,Governance structure and composition,c.i,describe the composition of the highest governance body and its committees by: executive and non-executive members;,shall,True,2021,2,c
GRI2-2021-D2-9-Rc-ii,GRI 2,General Disclosures,universal,2-9,Governance structure and composition,c.ii,describe the composition of the highest governance body and its committees by: independence;,shall,True,2021,2,c
GRI2-2021-D2-9-Rc-iii,GRI 2,General Disclosures,universal,2-9,Governance structure and composition,c.iii,describe the composition of the highest governance body and its committees by: tenure of members on the governance body;,shall,True,2021,2,c
GRI2-2021-D2-9-Rc-iv,GRI 2,General Disclosures,universal,2-9,Governance structure and composition,c.iv,"describe the composition of the highest governance body and its committees by: number of other significant positions and commitments held by each member, and the nature of the commitments;",shall,True,2021,2,c
GRI2-2021-D2-9-Rc-v,GRI 2,General Disclosures,universal,2-9,Governance structure and composition,c.v,describe the composition of the highest governance body and its committees by: gender;,shall,True,2021,2,c
GRI2-2021-D2-9-Rc-vi,GRI 2,General Disclosures,universal,2-9,Governance structure and composition,c.vi,describe the composition of the highest governance body and its committees by: under-represented social groups;,shall,True,2021,2,c
GRI2-2021-D2-9-Rc-vii,GRI 2,General Disclosures,universal,2-9,Governance structure and composition,c.vii,describe the composition of the highest governance body and its committees by: competencies relevant to the impacts of the organization;,shall,True,2021,2,c
GRI2-2021-D2-9-Rc-viii,GRI 2,General Disclosures,universal,2-9,Governance structure and composition,c.viii,describe the composition of the highest governance body and its committees by: stakeholder representation.,shall,True,2021,2,c
GRI2-2021-D2-10-Ra,GRI 2,General Disclosures,universal,2-10,Nomination and selection of the,a,describe the nomination and selection processes for the highest governance body and its committees;,shall,True,2021,1,
GRI2-2021-D2-10-Rb-i,GRI 2,General Disclosures,universal,2-10,Nomination and selection of the,b.i,"describe the criteria used for nominating and selecting highest governance body members, including whether and how the following are taken into consideration: views of stakeholders (including shareholders);",shall,True,2021,2,b
GRI2-2021-D2-10-Rb-ii,GRI 2,General Disclosures,universal,2-10,Nomination and selection of the,b.ii,"describe the criteria used for nominating and selecting highest governance body members, including whether and how the following are taken into consideration: diversity;",shall,True,2021,2,b
GRI2-2021-D2-10-Rb-iii,GRI 2,General Disclosures,universal,2-10,Nomination and selection of the,b.iii,"describe the criteria used for nominating and selecting highest governance body members, including whether and how the following are taken into consideration: independence;",shall,True,2021,2,b
GRI2-2021-D2-10-Rb-iv,GRI 2,General Disclosures,universal,2-10,Nomination and selection of the,b.iv,"describe the criteria used for nominating and selecting highest governance body members, including whether and how the following are taken into consideration: competencies relevant to the impacts of the organization.",shall,True,2021,2,b
GRI2-2021-D2-11-Ra,GRI 2,General Disclosures,universal,2-11,Chair of the highest governance body,a,report whether the chair of the highest governance body is also a senior executive in the organization;,shall,True,2021,1,
GRI2-2021-D2-11-Rb,GRI 2,General Disclosures,universal,2-11,Chair of the highest governance body,b,"if the chair is also a senior executive, explain their function within the organization’s management, the reasons for this arrangement, and how conflicts of interest are prevented and mitigated. 23 GRI 2: General Disclosures 2021",shall,True,2021,1,
GRI2-2021-D2-12-Ra,GRI 2,General Disclosures,universal,2-12,Role of the highest governance body,a,"describe the role of the highest governance body and of senior executives in developing, approving, and updating the organization’s purpose, value or mission statements, strategies, policies, and goals related to sustainable development;",shall,True,2021,1,
GRI2-2021-D2-12-Rb-i,GRI 2,General Disclosures,universal,2-12,Role of the highest governance body,b.i,"describe the role of the highest governance body in overseeing the organization’s due diligence and other processes to identify and manage the organization’s impacts on the economy, environment, and people, including: whether and how the highest governance body engages with stakeholders to support these processes;",shall,True,2021,2,b
GRI2-2021-D2-12-Rb-ii,GRI 2,General Disclosures,universal,2-12,Role of the highest governance body,b.ii,"describe the role of the highest governance body in overseeing the organization’s due diligence and other processes to identify and manage the organization’s impacts on the economy, environment, and people, including: how the highest governance body considers the outcomes of these processes;",shall,True,2021,2,b
GRI2-2021-D2-12-Rc,GRI 2,General Disclosures,universal,2-12,Role of the highest governance body,c,"describe the role of the highest governance body in reviewing the effectiveness of the organization’s processes as described in 2-12-b, and report the frequency of this review. For more information about the role of the highest governance body in overseeing the",shall,True,2021,1,
GRI2-2021-D2-13-Ra-i,GRI 2,General Disclosures,universal,2-13,Delegation of responsibility for,a.i,"describe how the highest governance body delegates responsibility for managing the organization’s impacts on the economy, environment, and people, including: whether it has appointed any senior executives with responsibility for the management of impacts;",shall,True,2021,2,a
GRI2-2021-D2-13-Ra-ii,GRI 2,General Disclosures,universal,2-13,Delegation of responsibility for,a.ii,"describe how the highest governance body delegates responsibility for managing the organization’s impacts on the economy, environment, and people, including: whether it has delegated responsibility for the management of impacts to other employees;",shall,True,2021,2,a
GRI2-2021-D2-13-Rb,GRI 2,General Disclosures,universal,2-13,Delegation of responsibility for,b,"describe the process and frequency for senior executives or other employees to report back to the highest governance body on the management of the organization’s impacts on the economy, environment, and people. 25 GRI 2: General Disclosures 2021",shall,True,2021,1,
GRI2-2021-D2-14-Ra,GRI 2,General Disclosures,universal,2-14,Role of the highest governance body,a,"report whether the highest governance body is responsible for reviewing and approving the reported information, including the organization’s material topics, and if so, describe the process for reviewing and approving the information;",shall,True,2021,1,
GRI2-2021-D2-14-Rb,GRI 2,General Disclosures,universal,2-14,Role of the highest governance body,b,"if the highest governance body is not responsible for reviewing and approving the reported information, including the organization’s material topics, explain the reason for this. The organization can report whether the highest governance body has established a",shall,True,2021,1,
GRI2-2021-D2-15-Ra,GRI 2,General Disclosures,universal,2-15,Conflicts of interest,a,describe the processes for the highest governance body to ensure that conflicts of interest are prevented and mitigated;,shall,True,2021,1,
GRI2-2021-D2-15-Rb-i,GRI 2,General Disclosures,universal,2-15,Conflicts of interest,b.i,"report whether conflicts of interest are disclosed to stakeholders, including, at a minimum, conflicts of interest relating to: cross-board membership;",shall,True,2021,2,b
GRI2-2021-D2-15-Rb-ii,GRI 2,General Disclosures,universal,2-15,Conflicts of interest,b.ii,"report whether conflicts of interest are disclosed to stakeholders, including, at a minimum, conflicts of interest relating to: cross-shareholding with suppliers and other stakeholders;",shall,True,2021,2,b
GRI2-2021-D2-15-Rb-iii,GRI 2,General Disclosures,universal,2-15,Conflicts of interest,b.iii,"report whether conflicts of interest are disclosed to stakeholders, including, at a minimum, conflicts of interest relating to: existence of controlling shareholders;",shall,True,2021,2,b
